denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,28,2,30,252,282,-2,1,2543,462,3102,185,3287,104822,69874
Basilicata,1,0,1,2,3,1,1,372,27,401,1,402,39294,38514
Calabria,4,0,4,22,26,0,0,1057,97,1158,22,1180,94170,92136
Campania,20,0,20,142,162,-1,1,4073,431,4664,2,4666,279246,135740
Emilia-Romagna,111,12,123,909,1032,-10,16,23185,4255,27961,511,28472,489451,292851
Friuli Venezia Giulia,12,0,12,24,36,-2,0,2927,345,3307,1,3308,187500,105815
Lazio,190,13,203,637,840,-1,9,6428,837,5987,2118,8105,335751,274704
Liguria,47,3,50,227,277,5,7,8139,1558,9019,955,9974,145902,78097
Lombardia,321,43,364,10459,10823,-124,78,66376,16640,88821,5018,93839,1030431,615813
Marche,9,0,9,265,274,-46,0,5520,991,6785,0,6785,136385,82326
Molise,0,0,0,26,26,0,0,396,23,444,1,445,22474,21400
P.A. Bolzano,2,1,3,82,85,0,2,2262,292,2639,0,2639,83729,40655
P.A. Trento,1,0,1,52,53,-1,0,4405,405,3378,1485,4863,120168,62092
Piemonte,283,11,294,1196,1490,-5,2,25761,4087,27422,3916,31338,411939,257579
Puglia,28,0,28,117,145,-1,0,3843,543,2241,2290,4531,175811,117104
Sardegna,6,0,6,8,14,0,0,1218,132,1360,4,1364,82478,69332
Sicilia,21,3,24,103,127,-3,1,2670,281,2748,330,3078,206550,169019
Toscana,14,6,20,307,327,4,5,8817,1104,10049,199,10248,334198,228057
Umbria,2,1,3,6,9,0,0,1351,80,1428,12,1440,94519,64620
Valle d'Aosta,3,0,3,0,3,-1,0,1045,146,1083,111,1194,18148,13734
Veneto,17,1,18,444,462,2,3,16808,2008,19257,21,19278,948871,406042
