denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,32,0,32,138,170,-27,2,2655,464,3099,190,3289,106350,70898
Basilicata,0,0,0,2,2,-1,0,373,27,401,1,402,39787,39007
Calabria,4,0,4,22,26,-1,0,1058,97,1159,22,1181,95926,93892
Campania,16,0,16,173,189,8,9,4078,432,4678,21,4699,285388,139678
Emilia-Romagna,104,10,114,888,1002,-8,16,23242,4264,27970,538,28508,499426,298840
Friuli Venezia Giulia,6,0,6,50,56,11,4,2911,345,3311,1,3312,192106,107364
Lazio,190,12,202,630,832,-4,9,6448,839,5996,2123,8119,341083,279387
Liguria,42,3,45,235,280,0,5,8144,1558,8747,1235,9982,148585,79497
Lombardia,277,41,318,9620,9938,-122,109,67422,16650,88747,5263,94010,1044975,625197
Marche,8,0,8,240,248,-18,5,5551,987,6786,0,6786,138550,83726
Molise,0,0,0,25,25,0,0,397,23,444,1,445,22886,21809
P.A. Bolzano,3,1,4,80,84,0,3,2266,292,2642,0,2642,84846,41389
P.A. Trento,1,0,1,46,47,-3,1,4412,405,3378,1486,4864,122574,63299
Piemonte,260,11,271,1082,1353,-70,16,25921,4091,27132,4233,31365,419291,261774
Puglia,24,0,24,88,112,-17,0,3873,545,2159,2371,4530,180664,120651
Sardegna,5,0,5,6,11,-3,0,1222,133,1360,6,1366,84569,71039
Sicilia,18,3,21,105,126,-2,1,2673,282,2749,332,3081,211496,172947
Toscana,13,5,18,305,323,-6,4,8825,1106,10036,218,10254,341165,231407
Umbria,3,1,4,6,10,0,0,1351,80,1428,13,1441,96602,65770
Valle d'Aosta,2,0,2,1,3,-1,0,1046,146,1083,112,1195,18414,13892
Veneto,17,0,17,401,418,-44,3,16849,2022,19259,30,19289,970793,411837
