denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,26,0,26,121,147,2,8,2707,464,3112,206,3318,112505,74697
Basilicata,2,0,2,3,5,0,0,373,27,401,4,405,41756,40976
Calabria,4,0,4,24,28,0,0,1060,97,1159,26,1185,102585,100551
Campania,45,0,45,187,232,4,5,4091,432,4694,61,4755,298217,147644
Emilia-Romagna,96,10,106,960,1066,-5,29,23434,4269,28038,731,28769,536432,320516
Friuli Venezia Giulia,2,0,2,73,75,-7,1,2912,345,3326,6,3332,206808,111646
Lazio,198,13,211,678,889,15,28,6520,843,6053,2199,8252,359842,295193
Liguria,34,1,35,243,278,-9,4,8174,1558,8530,1480,10010,158901,84825
Lombardia,201,31,232,8125,8357,-103,119,69683,16730,89057,5713,94770,1114827,667911
Marche,5,0,5,168,173,-11,4,5638,987,6798,0,6798,146278,88502
Molise,0,0,0,15,15,-2,0,407,23,444,1,445,24149,23033
P.A. Bolzano,6,0,6,78,84,1,3,2277,292,2653,0,2653,89077,43847
P.A. Trento,1,0,1,32,33,-4,0,4438,405,3380,1496,4876,130754,66161
Piemonte,193,10,203,921,1124,-16,16,26243,4108,26391,5084,31475,441677,273509
Puglia,14,0,14,60,74,-4,0,3916,546,2082,2454,4536,196070,132160
Sardegna,3,0,3,7,10,0,0,1227,134,1360,11,1371,90529,76752
Sicilia,6,0,6,122,128,1,1,2687,283,2749,349,3098,229851,186170
Toscana,11,2,13,324,337,-4,1,8857,1120,10093,221,10314,363333,243990
Umbria,3,0,3,4,7,0,0,1360,80,1433,14,1447,103642,69412
Valle d'Aosta,4,0,4,1,5,0,0,1045,146,1079,117,1196,19246,14304
Veneto,17,2,19,373,392,6,10,16929,2037,19274,84,19358,1040189,431327
