denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,14,1,15,94,109,2,4,2792,472,3135,238,3373,126445,83195
Basilicata,2,0,2,45,47,0,0,374,28,402,47,449,46540,45750
Calabria,3,0,3,83,86,3,3,1072,97,1159,96,1255,118592,116558
Campania,26,1,27,381,408,15,19,4132,434,4898,76,4974,327787,168298
Emilia-Romagna,66,3,69,1382,1451,-8,28,23865,4287,28328,1275,29603,634280,384747
Friuli Venezia Giulia,8,2,10,102,112,0,3,2921,345,3364,14,3378,246256,124140
Lazio,198,9,207,762,969,27,34,6780,862,6187,2424,8611,412018,339954
Liguria,21,0,21,176,197,-12,20,8434,1566,8482,1715,10197,185872,99364
Lombardia,154,13,167,6396,6563,-115,46,72689,16802,89567,6487,96054,1280533,768509
Marche,5,0,5,125,130,10,17,5738,987,6855,0,6855,165056,98940
Molise,1,0,1,25,26,1,1,421,23,468,2,470,27383,26232
P.A. Bolzano,6,1,7,79,86,1,5,2318,292,2696,0,2696,103004,52913
P.A. Trento,0,0,0,98,98,4,4,4467,405,3394,1576,4970,150606,71918
Piemonte,124,5,129,672,801,0,14,26707,4128,25356,6280,31636,493315,302380
Puglia,17,0,17,75,92,10,10,3963,551,1988,2618,4606,235701,162238
Sardegna,3,0,3,20,23,2,2,1237,134,1365,29,1394,105003,89000
Sicilia,29,2,31,193,224,18,18,2726,283,2787,446,3233,271097,213928
Toscana,15,0,15,365,380,17,17,8944,1134,10225,233,10458,418307,277889
Umbria,7,1,8,9,17,0,0,1368,80,1444,21,1465,119259,77327
Valle d'Aosta,1,0,1,12,13,2,2,1049,146,1090,118,1208,21287,15465
Veneto,31,0,31,753,784,30,42,17034,2073,19379,512,19891,1201970,479840
