denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,13,1,14,101,115,4,5,2800,472,3142,245,3387,129601,85021
Basilicata,2,0,2,48,50,0,0,374,28,402,50,452,47429,46639
Calabria,4,1,5,92,97,0,3,1075,97,1159,110,1269,121803,119769
Campania,39,3,42,355,397,2,10,4177,435,4933,76,5009,334998,172579
Emilia-Romagna,67,4,71,1439,1510,14,56,23925,4291,28373,1353,29726,665741,402424
Friuli Venezia Giulia,8,3,11,118,129,7,7,2927,345,3380,21,3401,254163,126425
Lazio,172,9,181,769,950,5,18,6852,863,6198,2467,8665,419071,345548
Liguria,19,0,19,194,213,13,16,8450,1567,8474,1756,10230,190749,101716
Lombardia,158,9,167,5788,5955,-56,55,73512,16807,89651,6623,96274,1308507,787173
Marche,8,0,8,136,144,-3,5,5758,987,6889,0,6889,167946,100767
Molise,1,0,1,28,29,2,2,421,23,471,2,473,27849,26698
P.A. Bolzano,6,1,7,100,107,5,8,2326,292,2725,0,2725,106169,54755
P.A. Trento,1,0,1,98,99,-1,0,4471,405,3394,1581,4975,154461,72811
Piemonte,96,5,101,700,801,2,16,26753,4129,25235,6448,31683,501784,307168
Puglia,19,0,19,93,112,17,20,3967,552,1992,2639,4631,241836,166712
Sardegna,4,0,4,35,39,6,6,1237,134,1366,44,1410,107039,91026
Sicilia,36,3,39,242,281,6,10,2734,283,2816,482,3298,279516,219093
Toscana,16,0,16,376,392,5,6,8962,1135,10255,234,10489,427761,283394
Umbria,7,0,7,17,24,6,6,1368,80,1450,22,1472,121784,78643
Valle d'Aosta,1,0,1,11,12,0,0,1050,146,1090,118,1208,21588,15609
Veneto,28,4,32,969,1001,1,46,17090,2075,19420,746,20166,1243701,489602
