denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,19,1,20,120,140,15,19,2808,472,3160,260,3420,132316,86563
Basilicata,2,0,2,51,53,2,1,373,28,402,52,454,48206,47416
Calabria,6,1,7,94,101,2,2,1076,97,1159,115,1274,124526,122492
Campania,44,1,45,349,394,2,8,4198,438,4953,77,5030,341031,177414
Emilia-Romagna,73,4,77,1532,1609,28,47,23997,4291,28438,1459,29897,694508,418046
Friuli Venezia Giulia,8,2,10,137,147,9,9,2932,346,3400,25,3425,261538,128698
Lazio,188,7,195,788,983,-4,12,6878,865,6220,2506,8726,429548,353130
Liguria,18,0,18,189,207,7,7,8475,1568,8440,1810,10250,195342,104340
Lombardia,164,11,175,5648,5823,71,138,73872,16824,89814,6705,96519,1335383,803355
Marche,15,0,15,122,137,-2,6,5781,987,6905,0,6905,171452,102536
Molise,1,0,1,33,34,1,1,421,23,475,3,478,28501,27346
P.A. Bolzano,8,0,8,108,116,-2,5,2337,292,2745,0,2745,109465,56638
P.A. Trento,3,0,3,76,79,-9,1,4500,405,3397,1587,4984,157412,73665
Piemonte,94,4,98,682,780,-18,21,26826,4134,25113,6627,31740,510732,311770
Puglia,24,0,24,128,152,21,23,3973,553,1919,2759,4678,249211,171932
Sardegna,5,0,5,48,53,8,9,1240,134,1374,53,1427,109882,93176
Sicilia,34,4,38,276,314,21,21,2741,284,2840,499,3339,286665,223645
Toscana,18,0,18,397,415,10,11,8978,1137,10282,248,10530,438634,289710
Umbria,6,0,6,24,30,1,2,1369,80,1452,27,1479,124855,80145
Valle d'Aosta,1,0,1,11,12,-1,0,1051,146,1091,118,1209,21983,15855
Veneto,33,6,39,1028,1067,2,41,17150,2077,19465,829,20294,1269850,496893
