denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,23,1,24,195,219,0,3,2821,472,3166,346,3512,136795,88902
Basilicata,0,0,0,73,73,1,1,376,28,402,75,477,49641,48851
Calabria,8,1,9,103,112,11,11,1091,97,1159,141,1300,129136,127102
Campania,44,2,46,356,402,4,23,4272,440,5027,87,5114,351505,184220
Emilia-Romagna,76,4,80,1710,1790,-1,19,24091,4298,28546,1633,30179,737749,442538
Friuli Venezia Giulia,8,3,11,145,156,-8,3,2948,348,3420,32,3452,272158,132027
Lazio,203,9,212,889,1101,20,23,6915,867,6264,2619,8883,444980,364395
Liguria,18,2,20,203,223,11,11,8512,1569,8462,1842,10304,203325,108894
Lombardia,160,10,170,5344,5514,-33,68,74605,16833,90081,6871,96952,1379246,824917
Marche,11,0,11,151,162,-3,4,5811,987,6960,0,6960,177759,106017
Molise,1,0,1,32,33,0,0,423,23,475,4,479,29271,28105
P.A. Bolzano,6,0,6,122,128,0,1,2355,292,2775,0,2775,115114,59794
P.A. Trento,5,0,5,70,75,-4,2,4518,405,3400,1598,4998,163615,75417
Piemonte,85,3,88,734,822,13,26,26956,4136,24895,7019,31914,524849,319943
Puglia,38,1,39,190,229,16,20,3977,554,1823,2937,4760,258978,179205
Sardegna,6,0,6,76,82,20,20,1245,134,1377,84,1461,114271,96725
Sicilia,44,6,50,488,538,88,89,2752,284,2927,647,3574,299393,231949
Toscana,18,1,19,516,535,17,22,9002,1137,10397,277,10674,454393,298892
Umbria,9,0,9,43,52,-2,1,1379,80,1458,53,1511,129301,82253
Valle d'Aosta,5,0,5,10,15,0,0,1056,146,1099,118,1217,22631,16228
Veneto,33,6,39,1261,1300,43,65,17356,2085,19561,1180,20741,1322808,513323
