denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,23,1,24,197,221,2,9,2823,472,3166,350,3516,137776,89381
Basilicata,0,0,0,72,72,-1,0,377,28,402,75,477,49919,49129
Calabria,8,1,9,101,110,-2,4,1097,97,1159,145,1304,130228,128194
Campania,43,2,45,379,424,22,29,4279,440,5056,87,5143,352838,185318
Emilia-Romagna,78,4,82,1725,1807,17,41,24115,4298,28564,1656,30220,745489,446202
Friuli Venezia Giulia,7,3,10,154,164,8,9,2949,348,3428,33,3461,274643,132663
Lazio,190,9,199,922,1121,20,37,6931,868,6276,2644,8920,447675,366246
Liguria,17,2,19,208,227,4,26,8534,1569,8481,1849,10330,205100,109799
Lombardia,165,10,175,5346,5521,7,102,74700,16833,90150,6904,97054,1387206,829237
Marche,10,0,10,157,167,5,16,5822,987,6976,0,6976,178788,106614
Molise,0,0,0,29,29,-4,0,427,23,475,4,479,29443,28265
P.A. Bolzano,6,0,6,124,130,2,4,2357,292,2779,0,2779,116822,60969
P.A. Trento,2,1,3,65,68,-7,0,4525,405,3400,1598,4998,165002,75685
Piemonte,76,3,79,776,855,33,42,26963,4138,24841,7115,31956,527588,321651
Puglia,43,2,45,217,262,33,33,3977,554,1836,2957,4793,261101,180855
Sardegna,6,0,6,77,83,1,1,1245,134,1377,85,1462,115018,97340
Sicilia,43,6,49,513,562,24,29,2757,284,2939,664,3603,301641,233597
Toscana,15,3,18,545,563,28,33,9007,1137,10402,305,10707,457566,300764
Umbria,9,0,9,48,57,5,6,1380,80,1459,58,1517,130245,82645
Valle d'Aosta,5,0,5,10,15,0,0,1056,146,1099,118,1217,22839,16342
Veneto,33,6,39,1294,1333,33,60,17376,2092,19579,1222,20801,1332649,516131
