denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,25,1,26,228,254,2,2,2834,472,3195,365,3560,140925,91242
Basilicata,0,0,0,65,65,-1,0,392,28,402,83,485,50857,50066
Calabria,9,1,10,136,146,3,3,1105,97,1159,189,1348,135740,133706
Campania,43,1,44,489,533,44,46,4305,440,5183,95,5278,361893,191738
Emilia-Romagna,74,4,78,1727,1805,51,51,24178,4453,28662,1774,30436,768939,458446
Friuli Venezia Giulia,3,3,6,190,196,7,8,2963,348,3463,44,3507,283774,135467
Lazio,204,9,213,1071,1284,66,68,6973,870,6320,2807,9127,457954,373861
Liguria,19,3,22,263,285,12,12,8604,1569,8589,1869,10458,211264,113221
Lombardia,147,13,160,5217,5377,20,61,75163,16840,90365,7015,97380,1413754,843250
Marche,12,1,13,181,194,0,5,5854,987,7035,0,7035,183363,109134
Molise,0,0,0,35,35,0,0,429,23,477,10,487,29958,28770
P.A. Bolzano,7,1,8,121,129,3,9,2381,292,2802,0,2802,121956,63890
P.A. Trento,1,1,2,57,59,-1,0,4539,405,3402,1601,5003,169701,76846
Piemonte,80,3,83,782,865,-15,40,27080,4139,24733,7351,32084,535766,326513
Puglia,47,1,48,275,323,15,15,3981,554,1847,3011,4858,267374,185276
Sardegna,8,0,8,97,105,4,5,1254,134,1382,111,1493,117744,99495
Sicilia,51,5,56,656,712,35,39,2769,285,2986,780,3766,308979,238872
Toscana,10,4,14,653,667,34,34,9028,1138,10429,404,10833,469408,307863
Umbria,10,1,11,72,83,3,3,1385,80,1471,77,1548,133020,84080
Valle d'Aosta,2,0,2,7,9,-2,0,1062,146,1099,118,1217,23221,16543
Veneto,35,4,39,1568,1607,47,78,17507,2096,19693,1517,21210,1371827,527652
