denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,25,2,27,238,265,7,7,2840,472,3206,371,3577,143041,92656
Basilicata,0,0,0,71,71,1,1,393,28,402,90,492,51628,50838
Calabria,10,1,11,139,150,-4,10,1120,97,1159,208,1367,139594,137560
Campania,51,2,53,565,618,22,56,4345,440,5274,129,5403,369227,196936
Emilia-Romagna,81,7,88,1707,1795,6,76,24324,4455,28722,1852,30574,789983,467266
Friuli Venezia Giulia,7,3,10,200,210,6,11,2975,348,3477,56,3533,292632,139117
Lazio,229,6,235,1194,1429,70,75,6996,871,6348,2948,9296,468319,382387
Liguria,23,1,24,319,343,21,30,8619,1569,8619,1912,10531,215615,115811
Lombardia,151,14,165,5157,5322,8,91,75398,16844,90487,7077,97564,1432476,855372
Marche,13,1,14,193,207,2,7,5871,987,7065,0,7065,186776,111360
Molise,0,0,0,51,51,7,7,429,23,493,10,503,30459,29270
P.A. Bolzano,8,1,9,113,122,-5,7,2397,292,2811,0,2811,124586,65438
P.A. Trento,2,1,3,41,44,-15,2,4559,405,3404,1604,5008,172703,78156
Piemonte,81,3,84,847,931,34,42,27096,4142,24684,7485,32169,543744,330412
Puglia,52,3,55,315,370,30,33,3990,555,1869,3046,4915,273632,190197
Sardegna,11,0,11,143,154,32,37,1261,134,1398,151,1549,120218,101544
Sicilia,53,8,61,705,766,44,45,2786,286,3009,829,3838,315870,243575
Toscana,20,5,25,721,746,28,40,9040,1139,10460,465,10925,479103,314078
Umbria,9,2,11,84,95,2,4,1388,80,1481,82,1563,136524,85986
Valle d'Aosta,1,0,1,9,10,2,2,1064,146,1102,118,1220,23634,16823
Veneto,39,6,45,1616,1661,-27,59,17615,2099,19745,1630,21375,1403390,546505
