denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,34,1,35,301,336,4,4,2844,472,3251,401,3652,148149,96085
Basilicata,2,0,2,68,70,-1,0,404,28,402,100,502,53100,52310
Calabria,13,1,14,153,167,1,2,1136,97,1159,241,1400,146186,144148
Campania,72,2,74,967,1041,116,116,4356,441,5636,202,5838,386619,211095
Emilia-Romagna,82,8,90,2049,2139,105,116,24434,4458,28939,2092,31031,832101,491660
Friuli Venezia Giulia,11,2,13,278,291,0,2,3003,348,3554,88,3642,306058,145196
Lazio,299,6,305,1846,2151,124,146,7067,875,6509,3584,10093,502648,409290
Liguria,22,0,22,379,401,3,26,8699,1571,8670,2001,10671,224194,120593
Lombardia,153,15,168,5696,5864,82,110,75705,16857,91020,7406,98426,1491278,896473
Marche,13,0,13,230,243,-2,3,5883,987,7113,0,7113,194430,116228
Molise,2,0,2,54,56,-2,0,432,23,500,11,511,31404,30213
P.A. Bolzano,8,1,9,163,172,15,15,2420,292,2884,0,2884,130517,69119
P.A. Trento,3,1,4,40,44,1,1,4580,405,3409,1620,5029,178894,80388
Piemonte,83,5,88,1007,1095,34,40,27145,4143,24557,7826,32383,560823,342897
Puglia,81,4,85,420,505,38,45,4010,555,1913,3157,5070,284483,199575
Sardegna,18,0,18,411,429,91,91,1262,134,1531,294,1825,125231,105849
Sicilia,54,9,63,884,947,44,65,2834,286,3063,1004,4067,327815,251757
Toscana,39,5,44,971,1015,35,44,9065,1139,10560,659,11219,499767,328743
Umbria,12,1,13,157,170,10,11,1400,80,1503,147,1650,142579,89426
Valle d'Aosta,1,0,1,10,11,0,0,1064,146,1103,118,1221,24123,17141
Veneto,43,4,47,2001,2048,59,116,17919,2104,19852,2219,22071,1463152,575140
