denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,34,1,35,331,366,24,26,2849,472,3273,414,3687,150149,97421
Basilicata,2,0,2,72,74,1,3,406,28,403,105,508,54141,53350
Calabria,14,0,14,159,173,3,8,1146,97,1159,257,1416,148868,146834
Campania,75,3,78,1217,1295,131,135,4373,443,5812,299,6111,393265,216836
Emilia-Romagna,92,6,98,2203,2301,112,120,24455,4458,29022,2192,31214,853910,501373
Friuli Venezia Giulia,14,0,14,307,321,23,33,3015,348,3583,101,3684,312975,147690
Lazio,263,6,269,2143,2412,128,162,7110,876,6554,3844,10398,520992,424488
Liguria,23,0,23,417,440,27,41,8713,1571,8683,2041,10724,228099,122720
Lombardia,158,17,175,5794,5969,182,269,75988,16857,91103,7711,98814,1517718,915651
Marche,9,0,9,232,241,-7,9,5905,987,7133,0,7133,197179,117791
Molise,3,0,3,62,65,9,9,432,23,501,19,520,31860,30659
P.A. Bolzano,8,1,9,169,178,1,5,2428,292,2898,0,2898,132538,70275
P.A. Trento,4,1,5,42,47,0,7,4587,405,3414,1625,5039,181322,81224
Piemonte,83,6,89,1119,1208,66,75,27163,4144,24518,7997,32515,569913,348648
Puglia,94,4,98,499,597,49,51,4018,555,1940,3230,5170,291265,204620
Sardegna,20,1,21,492,513,50,53,1265,134,1537,375,1912,128423,108703
Sicilia,59,10,69,911,980,33,33,2858,286,3077,1047,4124,333802,256456
Toscana,43,6,49,1142,1191,152,161,9083,1140,10595,819,11414,509725,335476
Umbria,11,1,12,200,212,17,20,1407,80,1512,187,1699,146429,91421
Valle d'Aosta,0,0,0,12,12,-1,0,1065,146,1104,119,1223,24438,17328
Veneto,46,6,52,2106,2158,39,147,18063,2116,19902,2435,22337,1492410,588214
