denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,30,1,31,399,430,24,24,2902,472,3353,451,3804,159429,103603
Basilicata,1,1,2,88,90,2,2,408,28,405,121,526,57324,56534
Calabria,21,0,21,269,290,24,32,1158,97,1159,386,1545,159174,157068
Campania,163,4,167,2235,2402,110,117,4437,446,6470,815,7285,430232,247341
Emilia-Romagna,104,10,114,2989,3103,42,107,24562,4463,29457,2671,32128,922192,540012
Friuli Venezia Giulia,11,3,14,373,387,10,20,3070,349,3660,146,3806,332115,154882
Lazio,343,9,352,3055,3407,122,130,7161,878,6737,4709,11446,605096,495791
Liguria,38,6,44,563,607,47,47,8839,1571,8682,2335,11017,241801,130214
Lombardia,220,22,242,7036,7278,196,237,76407,16869,91845,8709,100554,1630115,998868
Marche,14,1,15,305,320,11,17,5966,987,7273,0,7273,207827,123648
Molise,3,0,3,70,73,0,0,432,23,502,26,528,34047,32812
P.A. Bolzano,8,2,10,196,206,5,10,2460,292,2958,0,2958,139688,74019
P.A. Trento,4,1,5,118,123,31,33,4604,405,3460,1672,5132,188091,83762
Piemonte,90,7,97,1424,1521,57,66,27321,4147,24332,8657,32989,597168,366797
Puglia,140,6,146,776,922,62,67,4067,557,2017,3529,5546,312954,221391
Sardegna,32,5,37,872,909,72,73,1272,135,1588,728,2316,139273,118433
Sicilia,76,12,88,1139,1227,75,83,2919,287,3208,1225,4433,357499,272775
Toscana,58,8,66,1570,1636,55,69,9189,1142,10743,1224,11967,552076,365415
Umbria,8,2,10,288,298,20,27,1452,80,1523,307,1830,158956,97623
Valle d'Aosta,3,0,3,29,32,2,2,1065,146,1117,126,1243,25209,17785
Veneto,70,9,79,2477,2556,96,163,18510,2123,20015,3174,23189,1578602,622175
