denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,33,1,34,420,454,24,24,2902,472,3367,461,3828,160980,104572
Basilicata,2,1,3,102,105,15,15,408,28,409,132,541,58050,57240
Calabria,20,1,21,273,294,4,13,1167,97,1159,399,1558,160804,158698
Campania,185,4,189,2391,2580,178,193,4452,446,6595,883,7478,436399,252337
Emilia-Romagna,108,11,119,3066,3185,82,118,24598,4463,29507,2739,32246,932435,546180
Friuli Venezia Giulia,12,3,15,387,402,15,25,3080,349,3675,156,3831,335163,155933
Lazio,351,9,360,3184,3544,137,154,7177,879,6769,4831,11600,616425,506670
Liguria,39,7,46,581,627,20,22,8840,1572,8666,2373,11039,244415,131659
Lombardia,225,27,252,7193,7445,167,228,76467,16870,91957,8825,100782,1644192,1008369
Marche,13,1,14,321,335,15,21,5971,988,7294,0,7294,209592,124694
Molise,3,0,3,72,75,2,2,432,23,502,28,530,34390,33143
P.A. Bolzano,8,2,10,196,206,0,4,2464,292,2962,0,2962,140710,74513
P.A. Trento,3,1,4,206,210,87,91,4608,405,3477,1746,5223,190408,84365
Piemonte,92,7,99,1487,1586,65,75,27330,4148,24308,8756,33064,601368,369467
Puglia,148,6,154,832,986,64,78,4078,560,2029,3595,5624,316840,224094
Sardegna,35,6,41,905,946,37,39,1274,135,1595,760,2355,141041,120029
Sicilia,81,12,93,1159,1252,25,54,2947,288,3235,1252,4487,360966,275130
Toscana,63,7,70,1661,1731,95,113,9206,1143,10771,1309,12080,560036,371628
Umbria,10,2,12,290,302,4,9,1457,80,1526,313,1839,160064,98418
Valle d'Aosta,3,0,3,33,36,4,4,1065,146,1119,128,1247,25341,17863
Veneto,71,12,83,2531,2614,58,115,18567,2123,20028,3276,23304,1592039,627148
