denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,32,2,34,449,483,12,13,2910,472,3396,469,3865,164140,106544
Basilicata,3,1,4,111,115,7,7,412,28,410,145,555,59354,58544
Calabria,20,0,20,305,325,12,19,1173,98,1159,437,1596,164442,162336
Campania,207,6,213,2631,2844,113,119,4476,448,6837,931,7768,449451,263202
Emilia-Romagna,122,12,134,3117,3251,62,133,24790,4463,29639,2865,32504,952511,556876
Friuli Venezia Giulia,15,3,18,427,445,33,49,3109,349,3728,175,3903,341393,157947
Lazio,344,11,355,3452,3807,119,158,7242,880,6828,5101,11929,639909,526843
Liguria,54,7,61,646,707,34,95,8901,1573,8761,2420,11181,249281,134393
Lombardia,245,23,268,7654,7922,253,388,76708,16877,92304,9203,101507,1694925,1044945
Marche,13,1,14,355,369,28,32,5986,988,7343,0,7343,212769,126276
Molise,3,0,3,72,75,-3,0,436,23,503,31,534,34939,33674
P.A. Bolzano,8,2,10,208,218,9,23,2486,292,2996,0,2996,143127,75681
P.A. Trento,6,0,6,270,276,46,53,4618,405,3505,1794,5299,194041,85463
Piemonte,106,7,113,1572,1685,37,54,27365,4150,24260,8940,33200,609316,374263
Puglia,148,7,155,967,1122,36,55,4112,562,2062,3734,5796,323322,230046
Sardegna,44,8,52,1018,1070,60,65,1280,136,1613,873,2486,145688,123894
Sicilia,88,12,100,1243,1343,59,114,3047,289,3314,1365,4679,370480,281041
Toscana,69,8,77,1812,1889,72,113,9260,1143,10824,1468,12292,576120,383856
Umbria,13,2,15,322,337,10,16,1472,81,1535,355,1890,164208,100626
Valle d'Aosta,1,0,1,33,34,-1,0,1069,146,1119,130,1249,25492,17954
Veneto,79,9,88,2789,2877,97,188,18758,2130,20083,3682,23765,1627493,639941
