denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,34,2,36,487,523,3,14,2924,472,3434,485,3919,167478,108691
Basilicata,4,1,5,120,125,6,8,420,28,411,162,573,60629,59819
Calabria,29,1,30,326,356,1,8,1194,98,1159,489,1648,167738,165632
Campania,220,9,229,3186,3415,225,249,4514,448,7259,1118,8377,467131,277421
Emilia-Romagna,130,16,146,3386,3532,39,94,24857,4465,29809,3045,32854,980632,572945
Friuli Venezia Giulia,18,4,22,451,473,11,12,3124,349,3760,186,3946,346024,159635
Lazio,354,9,363,3761,4124,89,129,7334,881,6909,5430,12339,669290,554654
Liguria,85,11,96,764,860,37,64,8977,1578,8812,2603,11415,254193,137135
Lombardia,248,27,275,7946,8221,111,271,76976,16888,92597,9488,102085,1736911,1073431
Marche,16,1,17,380,397,10,15,5999,988,7384,0,7384,215962,128178
Molise,5,0,5,83,88,2,3,437,23,517,31,548,35531,34263
P.A. Bolzano,8,0,8,210,218,3,4,2497,292,3007,0,3007,145373,76699
P.A. Trento,6,0,6,311,317,2,3,4630,405,3539,1813,5352,196394,86431
Piemonte,104,9,113,1656,1769,17,42,27414,4152,24139,9196,33335,618710,380476
Puglia,163,7,170,1151,1321,124,143,4154,567,2097,3945,6042,331919,236175
Sardegna,48,10,58,1135,1193,51,51,1286,136,1633,982,2615,149370,127300
Sicilia,104,13,117,1337,1454,75,84,3106,289,3389,1460,4849,380348,287589
Toscana,74,9,83,1996,2079,9,59,9334,1145,10918,1640,12558,594842,399495
Umbria,15,2,17,354,371,5,7,1483,81,1538,397,1935,168329,102837
Valle d'Aosta,2,0,2,37,39,5,5,1069,146,1123,131,1254,25858,18188
Veneto,93,12,105,2809,2914,-29,105,19072,2132,20121,3997,24118,1651551,649669
