denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,37,3,40,504,544,3,11,2962,472,3468,510,3978,173892,112658
Basilicata,5,1,6,149,155,1,5,427,28,414,196,610,63411,62601
Calabria,28,3,31,357,388,18,18,1215,98,1159,542,1701,173710,171604
Campania,254,17,271,3627,3898,33,103,4654,451,7725,1278,9003,494487,300981
Emilia-Romagna,152,17,169,3658,3827,97,138,25067,4469,30044,3319,33363,1019818,592684
Friuli Venezia Giulia,18,2,20,566,586,24,39,3177,349,3870,242,4112,358563,163837
Lazio,401,16,417,4204,4621,145,155,7475,884,7050,5930,12980,710853,590692
Liguria,109,11,120,968,1088,94,112,9107,1579,8984,2790,11774,264753,142774
Lombardia,251,27,278,8289,8567,-24,269,77611,16896,93050,10024,103074,1810149,1120531
Marche,12,2,14,472,486,20,27,6036,989,7511,0,7511,222457,131401
Molise,3,0,3,87,90,2,3,449,23,526,36,562,37078,35775
P.A. Bolzano,8,0,8,258,266,11,25,2530,292,3088,0,3088,149849,79095
P.A. Trento,8,0,8,429,437,15,22,4650,405,3597,1895,5492,203121,88749
Piemonte,104,9,113,1917,2030,70,93,27488,4153,24034,9637,33671,634323,388781
Puglia,189,8,197,1402,1599,53,76,4198,570,2134,4233,6367,346764,248777
Sardegna,62,14,76,1303,1379,42,51,1322,140,1698,1143,2841,156828,133503
Sicilia,116,18,134,1613,1747,41,44,3144,289,3535,1645,5180,397952,298359
Toscana,74,18,92,2310,2402,90,138,9473,1148,11095,1928,13023,623464,419422
Umbria,18,4,22,397,419,24,33,1542,81,1564,478,2042,174791,106482
Valle d'Aosta,3,0,3,31,34,1,1,1078,146,1127,131,1258,26294,18424
Veneto,99,12,111,2829,2940,-24,138,19586,2141,20273,4394,24667,1703418,668332
