denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,45,5,50,582,632,26,33,2978,473,3559,524,4083,180302,116740
Basilicata,6,1,7,159,166,2,5,434,28,415,213,628,65446,64636
Calabria,26,4,30,375,405,16,16,1254,98,1159,598,1757,180398,178292
Campania,302,21,323,3984,4307,110,195,4970,455,8380,1352,9732,520008,321975
Emilia-Romagna,178,21,199,4078,4277,98,110,25224,4471,30355,3617,33972,1059104,612312
Friuli Venezia Giulia,22,4,26,630,656,44,63,3268,349,3988,285,4273,371998,168808
Lazio,492,16,508,4775,5283,155,181,7617,889,7259,6530,13789,754270,629051
Liguria,135,15,150,1208,1358,35,40,9227,1586,9080,3091,12171,275505,148192
Lombardia,272,32,304,8630,8934,130,281,78240,16906,93616,10464,104080,1889861,1173781
Marche,20,2,22,560,582,21,37,6079,989,7650,0,7650,228972,135016
Molise,3,1,4,96,100,1,2,455,23,540,38,578,38407,37023
P.A. Bolzano,15,2,17,309,326,3,15,2565,292,3183,0,3183,155482,82321
P.A. Trento,11,0,11,560,571,70,76,4673,405,3633,2016,5649,209852,91333
Piemonte,136,6,142,2080,2222,-5,70,27665,4153,23925,10115,34040,654457,399601
Puglia,200,14,214,1701,1915,52,63,4262,575,2191,4561,6752,364798,260264
Sardegna,84,17,101,1413,1514,34,51,1388,140,1735,1307,3042,164785,140077
Sicilia,173,14,187,1856,2043,55,96,3231,295,3750,1819,5569,418470,312007
Toscana,89,20,109,2541,2650,62,119,9621,1152,11228,2195,13423,652362,439124
Umbria,25,5,30,437,467,-1,22,1590,82,1585,554,2139,182856,110422
Valle d'Aosta,5,0,5,36,41,-1,1,1081,146,1138,130,1268,27108,18904
Veneto,109,12,121,2843,2964,-26,109,20132,2151,20476,4771,25247,1751883,687364
