denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,48,5,53,626,679,0,0,2984,474,3603,534,4137,182106,117719
Basilicata,6,1,7,158,165,2,3,438,28,415,216,631,66518,65708
Calabria,27,4,31,414,445,24,25,1267,98,1159,651,1810,184055,181949
Campania,327,19,346,4227,4573,108,149,5060,456,8599,1490,10089,532983,333778
Emilia-Romagna,174,19,193,4245,4438,69,133,25313,4474,30466,3759,34225,1077776,620451
Friuli Venezia Giulia,20,3,23,658,681,9,33,3314,350,4045,300,4345,378789,170885
Lazio,445,22,467,5071,5538,125,197,7751,890,7376,6803,14179,774925,646453
Liguria,140,16,156,1277,1433,19,78,9386,1588,9219,3188,12407,282126,151550
Lombardia,271,36,307,8628,8935,-92,243,78695,16917,93866,10681,104547,1928410,1197038
Marche,23,2,25,596,621,15,24,6093,989,7703,0,7703,231949,136589
Molise,5,1,6,98,104,4,5,459,23,547,39,586,39239,37847
P.A. Bolzano,15,2,17,388,405,20,26,2584,292,3281,0,3281,159679,84628
P.A. Trento,10,0,10,524,534,-24,22,4750,405,3653,2036,5689,214020,92546
Piemonte,140,6,146,2158,2304,42,74,27783,4154,23816,10425,34241,663091,403513
Puglia,201,13,214,1874,2088,102,108,4278,578,2227,4717,6944,372288,265618
Sardegna,91,18,109,1486,1595,28,59,1431,141,1757,1410,3167,169119,143431
Sicilia,191,13,204,2028,2232,75,98,3318,296,3929,1917,5846,429143,318845
Toscana,88,21,109,2718,2827,127,143,9686,1152,11342,2323,13665,668896,450613
Umbria,27,4,31,440,471,16,32,1638,83,1601,591,2192,186307,112361
Valle d'Aosta,6,0,6,42,48,-1,0,1082,146,1146,130,1276,27415,19040
Veneto,125,10,135,2910,3045,36,186,20406,2158,20627,4982,25609,1780552,697466
