denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,54,5,59,762,821,4,16,3035,477,3717,616,4333,194249,124985
Basilicata,14,1,15,214,229,24,25,459,28,425,291,716,70507,69687
Calabria,30,2,32,481,513,5,15,1308,100,1159,762,1921,195545,193439
Campania,325,29,354,5127,5481,223,274,5688,460,10058,1571,11629,572941,367291
Emilia-Romagna,200,17,217,4500,4717,66,99,25734,4481,30821,4111,34932,1141530,651887
Friuli Venezia Giulia,18,6,24,694,718,5,54,3512,350,4240,340,4580,400218,178499
Lazio,591,35,626,6041,6667,176,219,8081,906,7797,7857,15654,841577,703206
Liguria,136,19,155,1582,1737,11,97,9705,1599,9448,3593,13041,300696,161282
Lombardia,312,30,342,8745,9087,-84,256,79960,16941,94691,11297,105988,2051849,1278033
Marche,23,2,25,716,741,20,26,6146,990,7877,0,7877,241151,142155
Molise,4,1,5,130,135,2,5,479,23,597,40,637,41706,40259
P.A. Bolzano,26,0,26,514,540,26,29,2635,292,3467,0,3467,170485,89488
P.A. Trento,14,0,14,549,563,15,51,4912,405,3711,2169,5880,224794,96818
Piemonte,164,10,174,2389,2563,61,107,28183,4160,23264,11642,34906,700349,423689
Puglia,203,11,214,2123,2337,28,51,4518,590,2316,5129,7445,396426,282195
Sardegna,109,18,127,1709,1836,52,63,1607,148,1891,1700,3591,182014,154219
Sicilia,255,13,268,2315,2583,53,110,3687,306,4341,2235,6576,464469,342008
Toscana,84,24,108,3219,3327,66,110,9981,1157,11683,2782,14465,716112,481455
Umbria,34,3,37,463,500,15,35,1768,85,1646,707,2353,198085,118947
Valle d'Aosta,3,0,3,63,66,11,11,1087,146,1168,131,1299,28484,19697
Veneto,147,21,168,3264,3432,96,216,21208,2174,21048,5766,26814,1866163,727456
