denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,66,6,72,890,962,24,42,3097,481,3874,666,4540,205994,131710
Basilicata,15,2,17,370,387,42,49,486,33,425,481,906,75947,75517
Calabria,36,2,38,520,558,20,24,1386,100,1159,885,2044,207290,205184
Campania,434,40,474,6568,7042,297,401,6418,465,12268,1657,13925,620282,403167
Emilia-Romagna,200,11,211,4579,4790,113,167,26468,4485,31230,4513,35743,1207777,680394
Friuli Venezia Giulia,17,5,22,806,828,35,51,3659,353,4458,382,4840,422675,187109
Lazio,711,47,758,6967,7725,178,261,8607,933,8335,8930,17265,914721,759903
Liguria,167,21,188,1672,1860,31,162,10279,1609,9779,3969,13748,321785,171959
Lombardia,293,42,335,8827,9162,-4,393,81620,16969,95707,12044,107751,2172337,1355640
Marche,23,6,29,867,896,52,59,6197,991,8084,0,8084,252602,148490
Molise,3,0,3,125,128,-3,0,507,25,620,40,660,44376,42882
P.A. Bolzano,28,0,28,576,604,17,24,2717,292,3613,0,3613,181359,94145
P.A. Trento,16,0,16,602,618,31,62,5117,406,3776,2365,6141,235824,101101
Piemonte,214,12,226,3051,3277,217,279,28567,4166,23810,12200,36010,739155,442510
Puglia,226,12,238,2523,2761,98,111,4724,598,2412,5671,8083,421383,299404
Sardegna,113,21,134,2052,2186,32,62,1777,155,2018,2100,4118,196650,166214
Sicilia,322,20,342,2829,3171,123,182,4108,317,4931,2665,7596,502672,366048
Toscana,99,24,123,3667,3790,159,197,10435,1166,12084,3307,15391,766448,514176
Umbria,41,5,46,588,634,24,42,1885,85,1696,908,2604,211319,126315
Valle d'Aosta,7,0,7,68,75,-2,0,1105,146,1190,136,1326,29667,20476
Veneto,174,21,195,3917,4112,85,276,22058,2193,21482,6881,28363,1961128,765605
