denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,88,6,94,1004,1098,40,61,3132,485,4002,713,4715,213635,136225
Basilicata,35,0,35,379,414,11,15,504,35,433,520,953,78669,77839
Calabria,37,1,38,553,591,6,16,1432,102,1159,966,2125,214329,212223
Campania,520,52,572,7771,8343,366,544,6895,469,13925,1782,15707,644967,422215
Emilia-Romagna,223,14,237,5058,5295,141,193,26668,4491,31585,4869,36454,1246110,698835
Friuli Venezia Giulia,26,6,32,913,945,37,72,3734,355,4632,402,5034,434417,192089
Lazio,808,48,856,7724,8580,290,357,8855,954,8713,9676,18389,960623,795451
Liguria,196,24,220,1812,2032,107,176,10676,1614,10046,4276,14322,332815,177511
Lombardia,339,40,379,9498,9877,368,520,82331,16978,96683,12503,109186,2232796,1395667
Marche,31,5,36,1016,1052,70,84,6240,992,8284,0,8284,259255,152490
Molise,4,0,4,134,138,0,1,521,25,642,42,684,46052,44539
P.A. Bolzano,21,1,22,645,667,37,55,2775,292,3734,0,3734,185938,96289
P.A. Trento,18,0,18,631,649,-14,32,5241,406,3807,2489,6296,241600,102992
Piemonte,297,15,312,3412,3724,142,287,28962,4172,24075,12783,36858,763688,456021
Puglia,251,23,274,2859,3133,142,196,4883,603,2502,6117,8619,435524,309260
Sardegna,128,19,147,2243,2390,65,101,1931,160,2101,2380,4481,204430,172673
Sicilia,375,30,405,3144,3549,101,213,4345,326,5299,2921,8220,522159,378610
Toscana,123,28,151,4279,4430,231,300,10673,1170,12593,3680,16273,797046,535058
Umbria,44,8,52,756,808,60,65,1928,86,1742,1080,2822,218766,135552
Valle d'Aosta,4,1,5,102,107,14,15,1113,146,1227,139,1366,30395,20931
Veneto,214,16,230,4524,4754,228,375,22464,2200,21700,7718,29418,2006188,784296
