denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,154,15,169,1632,1801,122,126,3156,489,4555,891,5446,231053,146193
Basilicata,35,0,35,469,504,7,9,534,37,435,640,1075,84449,83619
Calabria,44,1,45,801,846,48,60,1498,104,1159,1289,2448,228678,226572
Campania,735,61,796,11647,12443,665,818,7715,487,18656,1989,20645,709225,476051
Emilia-Romagna,383,35,418,6730,7148,272,339,27045,4502,32848,5847,38695,1326602,736069
Friuli Venezia Giulia,28,11,39,1515,1554,150,182,3882,356,5344,448,5792,460113,203239
Lazio,937,85,1022,10041,11063,426,543,9350,994,9644,11763,21407,1060208,872710
Liguria,286,29,315,2760,3075,152,362,11566,1623,11297,4967,16264,357813,190129
Lombardia,645,64,709,14509,15218,962,1844,84415,17011,101508,15136,116644,2379156,1488016
Marche,64,8,72,1465,1537,142,166,6349,992,8878,0,8878,273839,160725
Molise,9,0,9,215,224,14,18,563,26,770,43,813,50091,47924
P.A. Bolzano,54,3,57,1061,1118,124,124,2856,293,4267,0,4267,196147,101569
P.A. Trento,20,0,20,638,658,-27,29,5471,413,3889,2653,6542,253780,106152
Piemonte,562,33,595,5792,6387,422,499,29467,4187,24827,15214,40041,814570,482280
Puglia,311,23,334,3895,4229,231,315,5317,618,2877,7287,10164,467815,330789
Sardegna,172,26,198,2728,2926,26,122,2323,168,2275,3142,5417,218661,184574
Sicilia,447,49,496,4691,5187,310,366,4762,343,6582,3710,10292,568187,407145
Toscana,229,46,275,7152,7427,510,575,11071,1183,14954,4727,19681,867671,583506
Umbria,71,12,83,1540,1623,132,141,2035,91,1863,1886,3749,239714,142109
Valle d'Aosta,13,3,16,279,295,37,37,1125,146,1415,151,1566,32021,21997
Veneto,271,35,306,6876,7182,527,657,23565,2226,22436,10537,32973,2095102,818552
