denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,167,11,178,1972,2150,157,178,3184,491,4828,997,5825,237943,150236
Basilicata,36,0,36,547,583,44,57,548,38,437,732,1169,86551,85721
Calabria,51,4,55,849,904,45,102,1581,104,1159,1430,2589,233393,231287
Campania,786,67,853,13501,14354,1110,1261,8180,499,20983,2050,23033,737227,498492
Emilia-Romagna,404,61,465,7568,8033,512,544,27155,4504,33382,6310,39692,1352796,748337
Friuli Venezia Giulia,45,12,57,1742,1799,152,165,3935,359,5622,471,6093,470467,206998
Lazio,1004,98,1102,11215,12317,712,795,9473,1006,10030,12766,22796,1095576,901184
Liguria,347,32,379,2862,3241,128,585,12408,1632,11989,5292,17281,367942,194933
Lombardia,834,71,905,18223,19128,2078,2419,84958,17044,104276,16854,121130,2442250,1527182
Marche,73,10,83,1671,1754,90,115,6387,992,9133,0,9133,278711,163367
Molise,8,0,8,257,265,14,21,573,26,819,45,864,52400,49359
P.A. Bolzano,66,6,72,1231,1303,110,128,2897,293,4493,0,4493,200042,103548
P.A. Trento,20,0,20,705,725,57,111,5574,416,3931,2784,6715,257811,107156
Piemonte,658,43,701,7357,8058,750,821,29643,4194,25387,16508,41895,838419,493847
Puglia,326,26,352,4321,4673,264,313,5431,630,3007,7727,10734,478743,338385
Sardegna,187,29,216,2879,3095,71,133,2470,171,2403,3333,5736,223799,189006
Sicilia,471,58,529,5405,5934,447,578,4975,360,7238,4031,11269,583340,416980
Toscana,308,51,359,8156,8515,609,755,11315,1187,16194,4823,21017,890317,598910
Umbria,75,15,90,1871,1961,144,198,2158,91,1940,2270,4210,246365,145535
Valle d'Aosta,13,4,17,365,382,22,27,1132,146,1499,161,1660,32618,22334
Veneto,299,40,339,7799,8138,530,704,23895,2244,22660,11617,34277,2121494,828067
