denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
Abruzzo,371,29,400,5803,6203,407,450,3799,550,7739,2813,10552,287781,178791
Basilicata,83,7,90,1356,1446,111,117,704,49,778,1421,2199,103999,103139
Calabria,154,9,163,2961,3124,174,202,1825,116,1194,3871,5065,274973,271920
Campania,1403,168,1571,42159,43730,3380,3669,11337,673,53119,2621,55740,958834,651607
Emilia-Romagna,1223,125,1348,21865,23213,1792,2046,27997,4631,41394,14447,55841,1589691,849335
Friuli Venezia Giulia,167,36,203,4929,5132,597,726,5312,397,9630,1211,10841,539077,229633
Lazio,1944,182,2126,31780,33906,2159,2289,11304,1212,15979,30443,46422,1437667,1174268
Liguria,1036,57,1093,7338,8431,109,1068,18403,1774,20350,8258,28608,443676,229381
Lombardia,4033,392,4425,77586,82011,6782,8919,96198,17535,158695,37049,195744,2944616,1834360
Marche,275,47,322,5783,6105,464,502,6997,1019,14005,116,14121,320766,187640
Molise,17,6,23,933,956,68,83,702,37,1645,50,1695,63701,59452
P.A. Bolzano,237,18,255,4845,5100,539,547,2970,312,8382,0,8382,233334,120339
P.A. Trento,121,9,130,1795,1925,236,390,6775,438,5180,3958,9138,289152,114145
Piemonte,2683,174,2857,29967,32824,2436,2887,33429,4383,33634,37002,70636,1029059,636308
Puglia,638,87,725,10668,11393,694,762,6506,723,5068,13554,18622,556545,396687
Sardegna,349,39,388,5667,6055,234,325,3149,227,3565,5866,9431,267615,227323
Sicilia,962,122,1084,13358,14442,878,952,6814,502,13785,7973,21758,684775,482882
Toscana,1046,163,1209,26635,27844,1424,2540,15074,1345,35553,8710,44263,1090874,727110
Umbria,277,43,320,6234,6554,388,483,3499,126,3079,7100,10179,298628,173851
Valle d'Aosta,146,7,153,1660,1813,96,104,1259,168,2864,376,3240,41184,25954
Veneto,801,123,924,28255,29179,2632,2697,25373,2401,24864,32089,56953,2328514,904337
